,CASE_STATUS,DECISION_DATE,VISA_CLASS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,LOCATION,YEAR
137,CERTIFIED,2019-03-29,H-1B,SENIOR RISK DATA ANALYST,Y,CONTEXTLOGIC INC.,SAN FRANCISCO,CA,94104,129605.0,Year,III,"SAN FRANCISCO, CA",2019
138,CERTIFIED,2019-03-29,H-1B,CYBERSECURITY SOFTWARE AND DATA ANALYST,Y,ABNORMAL SECURITY CORPORATION,SAN FRANCISCO,CA,94107,62546.0,Year,I,"SAN FRANCISCO, CA",2019
139,CERTIFIED,2019-03-29,H-1B,DATA SCIENTIST,Y,"ZYPMEDIA, INC.",SAN FRANCISCO,CA,94111,96075.0,Year,II,"SAN FRANCISCO, CA",2019
140,CERTIFIED,2019-04-02,H-1B,SENIOR DATA SCIENTIST,Y,"RALLY HEALTH, INC.",SAN FRANCISCO,CA,94107,96075.0,Year,II,"SAN FRANCISCO, CA",2019
141,CERTIFIED,2019-04-02,H-1B,DATA SCIENTIST,Y,JPMORGAN CHASE & CO.,NEW YORK,NY,10179,136219.0,Year,III,"NEW YORK, NY",2019
142,CERTIFIED,2019-04-05,H-1B,DATA SCIENTIST,Y,"LATCHABLE, INC.",NEW YORK,NY,10001,114317.0,Year,II,"NEW YORK, NY",2019
143,CERTIFIED,2019-04-17,H-1B,DATA ENGINEER,Y,"DROPBOX, INC.",SAN FRANCISCO,CA,94107,163134.0,Year,IV,"SAN FRANCISCO, CA",2019
144,CERTIFIED,2019-04-17,H-1B,PRINCIPAL DATA SCIENTIST - EXPERIMENTATION PLATFORM,Y,"ATLASSIAN, INC.",SAN FRANCISCO,CA,94104,129605.0,Year,III,"SAN FRANCISCO, CA",2019
145,CERTIFIED,2019-04-19,H-1B,SENIOR DATA ENGINEER,Y,"METROMILE, INC.",SAN FRANCISCO,CA,94107,129605.0,Year,III,"SAN FRANCISCO, CA",2019
146,CERTIFIED,2019-05-16,H-1B,DATA SCIENTIST,Y,SOCURE INC.,NEW YORK,NY,10001,114317.0,Year,II,"NEW YORK, NY",2019
147,CERTIFIED,2019-05-17,H-1B,SENIOR DATA SCIENTIST,Y,"PRIMER TECHNOLOGIES, INC.",SAN FRANCISCO,CA,94111,129605.0,Year,III,"SAN FRANCISCO, CA",2019
148,CERTIFIED,2019-05-24,H-1B,DATA SCIENTIST 2,Y,"STUBHUB, INC.",SAN FRANCISCO,CA,94105,129605.0,Year,III,"SAN FRANCISCO, CA",2019
149,CERTIFIED,2019-05-24,H-1B,DATA SCIENTIST,Y,"SPOTIFY USA, INC.",NEW YORK,NY,10007,114317.0,Year,II,"NEW YORK, NY",2019
150,CERTIFIED-WITHDRAWN,2019-05-29,H-1B,SENIOR DATA SCIENTIST,Y,"LEANPLUM, INC.",SAN FRANCISCO,CA,94103,129605.0,Year,III,"SAN FRANCISCO, CA",2019
151,CERTIFIED,2019-06-13,H-1B,LEAD DATA SCIENTIST II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,129605.0,Year,III,"SAN FRANCISCO, CA",2019
152,CERTIFIED,2019-06-26,H-1B,DATA SCIENTIST,Y,SIMPLEBET INC.,NEW YORK,NY,10119,114317.0,Year,II,"NEW YORK, NY",2019
153,CERTIFIED,2019-06-27,H-1B,SENIOR DATA SCIENTIST,Y,DEEP LABS INC.,NEW YORK,NY,100001,114317.0,Year,II,"NEW YORK, NY",2019
154,CERTIFIED,2019-07-01,H-1B,DATA SCIENTIST,Y,STANDARD & POOR'S FINANCIAL SERVICES LLC,NEW YORK,NY,10041,114317.0,Year,II,"NEW YORK, NY",2019
155,CERTIFIED,2019-07-03,H-1B,DATA SCIENTIST I,Y,"AMAZON.COM SERVICES, INC.",NEW YORK,NY,10001,92394.0,Year,I,"NEW YORK, NY",2019
156,CERTIFIED,2019-07-08,H-1B,DATA SCIENTIST,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,174138.0,Year,IV,"SAN FRANCISCO, CA",2019
157,CERTIFIED,2019-07-09,H-1B,SENIOR DATA SCIENTIST,Y,"SAILTHRU, INC.",NEW YORK,NY,10007,111904.0,Year,II,"NEW YORK, NY",2019
158,CERTIFIED,2019-07-18,H-1B,DATA SCIENTIST,Y,VOXELCLOUD INC,LOS ANGELES,CA,90024,124738.0,Year,III,"LOS ANGELES, CA",2019
159,CERTIFIED,2019-07-26,H-1B,DATA ENGINEER,Y,MUNICH AMERICAN REASSURANCE COMPANY,NEW YORK,NY,10022,89586.0,Year,I,"NEW YORK, NY",2019
160,CERTIFIED,2019-07-30,H-1B,DATA ENGINEER,Y,"METROMILE, INC.",SAN FRANCISCO,CA,94107,107182.0,Year,II,"SAN FRANCISCO, CA",2019
161,CERTIFIED,2019-07-30,H-1B,SENIOR DATA ENGINEER,Y,"METROMILE, INC.",SAN FRANCISCO,CA,94107,140670.0,Year,III,"SAN FRANCISCO, CA",2019
162,CERTIFIED,2019-08-30,H-1B,DATA ENGINEER,Y,"EYEVIEW, INC.",NEW YORK,NY,11226,111904.0,Year,II,"NEW YORK, NY",2019
163,CERTIFIED,2019-09-09,H-1B,DATA SCIENCE ENGINEER,Y,"DOORDASH, INC.",SAN FRANCISCO,CA,94103,140670.0,Year,III,"SAN FRANCISCO, CA",2019
164,CERTIFIED,2019-09-13,H-1B,DATA SCIENTIST,Y,"DOORDASH, INC.",SAN FRANCISCO,CA,94103,107182.0,Year,II,"SAN FRANCISCO, CA",2019
165,CERTIFIED,2019-09-16,H-1B,SENIOR DATA SPECIALIST,Y,SOCURE INC.,NEW YORK,NY,10001,111904.0,Year,II,"NEW YORK, NY",2019
166,CERTIFIED,2019-09-27,H-1B,DATA SCIENTIST I,Y,"AMAZON WEB SERVICES, INC.",NEW YORK,NY,10001,89586.0,Year,I,"NEW YORK, NY",2019
167,CERTIFIED,2019-01-18,H-1B,DATA ANALYST,Y,"WORLD EDUCATION SERVICES, INC.",NEW YORK,NY,10004,72509.0,Year,I,"NEW YORK, NY",2019
168,CERTIFIED,2019-02-12,H-1B,DATA ANALYST,Y,"RALLY HEALTH, INC.",SAN FRANCISCO,CA,94107,102898.0,Year,II,"SAN FRANCISCO, CA",2019
169,CERTIFIED,2019-02-20,H-1B,SENIOR DATA ANALYST,Y,"RANDSTAD TECHNOLOGIES, LLC",SAN FRANCISCO,CA,94104,102898.0,Year,II,"SAN FRANCISCO, CA",2019
170,CERTIFIED,2019-03-11,H-1B,STRATEGIST - DATA SCIENTIST,Y,"MOODY'S ANALYTICS, INC.",NEW YORK,NY,10007,93642.0,Year,II,"NEW YORK, NY",2019
171,CERTIFIED,2019-03-22,H-1B,SENIOR DATA GOVERNANCE ANALYST,Y,SPLUNK INC.,SAN FRANCISCO,CA,94107,141856.0,Year,IV,"SAN FRANCISCO, CA",2019
172,CERTIFIED,2019-03-22,H-1B,SOFTWARE ENGINEER - EQ ANALYTICS DATA PLATFORM,Y,BARCLAYS SERVICES CORP.,NEW YORK,NY,10019,72509.0,Year,I,"NEW YORK, NY",2019
173,CERTIFIED,2019-03-27,H-1B,DATA ANALYST,Y,"RANDSTAD TECHNOLOGIES, LLC",SAN FRANCISCO,CA,94158,102898.0,Year,II,"SAN FRANCISCO, CA",2019
174,CERTIFIED,2019-04-01,H-1B,DATA ENGINEER,Y,"DINEINFRESH, INC.",NEW YORK,NY,10011,114754.0,Year,III,"NEW YORK, NY",2019
175,CERTIFIED,2019-04-22,H-1B,MANAGING CONSULTANT DATA ANALYTICS,Y,IBM CORPORATION,SAN FRANCISCO,CA,94105,141856.0,Year,IV,"SAN FRANCISCO, CA",2019
176,CERTIFIED,2019-04-29,H-1B,DATA ANALYST,Y,ISITE TECHNOLOGIES INC,NEW YORK,NY,10171,93642.0,Year,II,"NEW YORK, NY",2019
177,CERTIFIED,2019-04-29,H-1B,"SENIOR MANAGER, DATA AND REPORTING, INTERNAL AUDIT",Y,"AIG EMPLOYEE SERVICES, INC.",NEW YORK,NY,10005,93642.0,Year,II,"NEW YORK, NY",2019
178,CERTIFIED,2019-05-22,H-1B,DATA ANALYST,Y,ISITE TECHNOLOGIES INC,NEW YORK,NY,10171,93642.0,Year,II,"NEW YORK, NY",2019
179,CERTIFIED,2019-07-16,H-1B,DATA ANALYST,Y,TRENMOR LLC,SAN FRANCISCO,CA,94104,101379.0,Year,II,"SAN FRANCISCO, CA",2019
180,CERTIFIED,2019-07-17,H-1B,SENIOR DATA ANALYST,Y,"RANDSTAD TECHNOLOGIES, LLC",SAN FRANCISCO,CA,94101,101379.0,Year,II,"SAN FRANCISCO, CA",2019
181,CERTIFIED,2019-09-24,H-1B,"SENIOR PRODUCT MANAGER, SUPPORT DATA PLATFORM & TICKETING",Y,"ZENDESK, INC.",SAN FRANCISCO,CA,94103,118331.0,Year,III,"SAN FRANCISCO, CA",2019
182,CERTIFIED,2019-02-12,H-1B,DATA ENGINEER,Y,CONTEXTLOGIC INC.,SAN FRANCISCO,CA,94104,136926.0,Year,IV,"SAN FRANCISCO, CA",2019
183,CERTIFIED,2019-02-21,H-1B,DATA SECURITY GOVERNANCE SPECIALIST,Y,"SQUARE, INC.",SAN FRANCISCO,CA,94103,136926.0,Year,IV,"SAN FRANCISCO, CA",2019
184,CERTIFIED,2019-07-17,H-1B,DATABASE PROGRAMMER AND DEVELOPER,Y,JEWELEX NEW YORK LTD,NEW YORK,NY,10017,72530.0,Year,II,"NEW YORK, NY",2019
185,WITHDRAWN,2019-01-18,H-1B,SENIOR DATA ENGINEER,Y,"SPECTRUM LABS, INC.",SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
186,WITHDRAWN,2019-02-26,H-1B,DATA SCIENCE ENGINEER II,Y,"SOJERN, INC.",SAN FRANCISCO,CA,94111,121077.0,Year,II,"SAN FRANCISCO, CA",2019
187,WITHDRAWN,2019-03-07,H-1B,DATA VISUALIZATION ENGINEER,Y,"DOUBLEVERIFY, INC.",NEW YORK,NY,10013,96366.0,Year,II,"NEW YORK, NY",2019
188,WITHDRAWN,2019-03-14,H-1B,DATA VISUALIZATION ENGINEER,Y,"DOUBLEVERIFY, INC.",NEW YORK,NY,10013,96366.0,Year,II,"NEW YORK, NY",2019
189,WITHDRAWN,2019-03-19,H-1B,SENIOR BUSINESS INTELLIGENCE & DATA ANALYTICS ENGINEER,Y,"CORE ITS, LLC",NEW YORK,NY,10038,96366.0,Year,II,"NEW YORK, NY",2019
190,WITHDRAWN,2019-03-19,H-1B,SENIOR BUSINESS INTELLIGENCE & DATA ANALYTICS ENGINEER,Y,"CORE ITS, LLC",NEW YORK,NY,10038,96366.0,Year,II,"NEW YORK, NY",2019
191,WITHDRAWN,2019-03-21,H-1B,DATA SCIENTIST - MTS,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
192,WITHDRAWN,2019-09-24,H-1B,DATA SCIENCE ENGINEER,Y,SONY INTERACTIVE ENTERTAINMENT LLC,SAN FRANCISCO,CA,94107,119122.0,Year,II,"SAN FRANCISCO, CA",2019
193,CERTIFIED,2019-01-02,H-1B,SENIOR ETL DATA INTEGRATION DEVELOPER,Y,LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,LOS ANGELES,CA,90017,111280.0,Year,III,"LOS ANGELES, CA",2019
194,CERTIFIED,2019-01-22,H-1B,DATA SOFTWARE DEVELOPMENT / ENGINEER,Y,STANDARD & POOR'S FINANCIAL SERVICES LLC,NEW YORK,NY,10041,117624.0,Year,III,"NEW YORK, NY",2019
195,CERTIFIED,2019-01-24,H-1B,SOFTWARE ENGINEER: DATA/SYSTEMS,Y,MULBERRY MANAGEMENT CORPORATION,NEW YORK,NY,10012,117624.0,Year,III,"NEW YORK, NY",2019
196,CERTIFIED,2019-01-28,H-1B,SENIOR DATA ENGINEER,Y,"SPECTRUM LABS, INC.",SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
197,CERTIFIED-WITHDRAWN,2019-01-30,H-1B,BIG DATA ENGINEER,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
198,CERTIFIED,2019-01-31,H-1B,SOFTWARE ENGINEER - DATA PLATFORM,Y,"STITCH FIX, INC.",SAN FRANCISCO,CA,94104,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
199,CERTIFIED,2019-01-31,H-1B,SENIOR DATA ENGINEER,Y,"NERDWALLET, INC.",SAN FRANCISCO,CA,94103,147597.0,Year,III,"SAN FRANCISCO, CA",2019
200,CERTIFIED,2019-02-06,H-1B,LEAD BIG DATA ENGINEER,Y,"CLOUDFLARE, INC.",SAN FRANCISCO,CA,94107,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
201,CERTIFIED,2019-02-07,H-1B,"DATA ENGINEER, DATA PLATFORM",Y,"ZENDESK, INC.",SAN FRANCISCO,CA,94103,94557.0,Year,I,"SAN FRANCISCO, CA",2019
202,CERTIFIED,2019-02-12,H-1B,LEAD BIGDATA ENGINEER,Y,APTIVA CORP,SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
203,CERTIFIED,2019-02-12,H-1B,DATA SCIENTIST,Y,CONTEXTLOGIC INC.,SAN FRANCISCO,CA,94104,121077.0,Year,II,"SAN FRANCISCO, CA",2019
204,CERTIFIED,2019-02-12,H-1B,"SENIOR DATA ENGINEER, DATA WAREHOUSE",Y,QUANTCAST CORPORATION,SAN FRANCISCO,CA,94107,147597.0,Year,III,"SAN FRANCISCO, CA",2019
205,CERTIFIED,2019-02-13,H-1B,"SOFTWARE ENGINEER, DATA PLATFORM",Y,"ZENDESK, INC.",SAN FRANCISCO,CA,94103,118456.0,Year,II,"SAN FRANCISCO, CA",2019
206,CERTIFIED,2019-02-13,H-1B,SENIOR DATABASE ENGINEER,Y,S&P GLOBAL MARKET INTELLIGENCE INC.,NEW YORK,NY,10041,117624.0,Year,III,"NEW YORK, NY",2019
207,CERTIFIED,2019-02-19,H-1B,FRONT OFFICE DATA INTEGRATION DEVELOPER,Y,PARAMOUNT GLOBAL SOLUTIONS INC,NEW YORK,NY,10017,96366.0,Year,II,"NEW YORK, NY",2019
208,CERTIFIED,2019-02-19,H-1B,SENIOR DATA INFRASTRUCTURE ENGINEER,Y,GM CRUISE LLC,SAN FRANCISCO,CA,94103,147597.0,Year,III,"SAN FRANCISCO, CA",2019
209,CERTIFIED,2019-02-20,H-1B,SENIOR DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10011,96366.0,Year,II,"NEW YORK, NY",2019
210,CERTIFIED,2019-02-21,H-1B,DATA VISUALIZATION DEVELOPER,Y,"DROPBOX, INC.",SAN FRANCISCO,CA,94107,121077.0,Year,II,"SAN FRANCISCO, CA",2019
211,CERTIFIED,2019-02-27,H-1B,DATA SCIENTIST,Y,COATUE MANAGEMENT LLC,NEW YORK,NY,10019,117624.0,Year,III,"NEW YORK, NY",2019
212,CERTIFIED,2019-02-27,H-1B,DATA SCIENTIST,Y,COATUE MANAGEMENT LLC,NEW YORK,NY,10019,117624.0,Year,III,"NEW YORK, NY",2019
213,CERTIFIED,2019-03-01,H-1B,LEAD DATA SCIENTIST,Y,"HOME BOX OFFICE, INC.",NEW YORK,NY,10036,138861.0,Year,IV,"NEW YORK, NY",2019
214,CERTIFIED,2019-03-01,H-1B,DATABASE ENGINEER II,Y,"S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,NY,10041,96366.0,Year,II,"NEW YORK, NY",2019
215,CERTIFIED,2019-03-01,H-1B,BIG DATA HADOOP DEVELOPER,Y,I28TECHNOLOGIES CORPORATION,NEW YORK,NY,10041,96366.0,Year,II,"NEW YORK, NY",2019
216,CERTIFIED,2019-03-05,H-1B,DATA ENGINEER,Y,PROJECT APPLECART LLC,NEW YORK,NY,10018,96366.0,Year,II,"NEW YORK, NY",2019
217,CERTIFIED,2019-03-05,H-1B,DATA ENGINEER,Y,"PAYJOY, INC.",SAN FRANCISCO,CA,94107,121077.0,Year,II,"SAN FRANCISCO, CA",2019
218,CERTIFIED,2019-03-06,H-1B,BIG DATA HADOOP DEVELOPER,Y,I28TECHNOLOGIES CORPORATION,NEW YORK,NY,10041,96366.0,Year,II,"NEW YORK, NY",2019
219,CERTIFIED,2019-03-09,H-1B,SENIOR DATA ENGINEER,Y,NEUSTAR INFORMATION SERVICES,LOS ANGELES,CA,90025,91395.0,Year,II,"LOS ANGELES, CA",2019
220,CERTIFIED,2019-03-11,H-1B,ASSISTANT DIRECTOR - DATA OPERATIONS,Y,"MOODY'S ANALYTICS, INC.",SAN FRANCISCO,CA,94105,94557.0,Year,I,"SAN FRANCISCO, CA",2019
221,CERTIFIED,2019-03-11,H-1B,SENIOR DATA SOFTWARE ENGINEER,Y,"STANDARD & POOR'S FINANCIAL SERVICES, LLC",NEW YORK,NY,10041,117624.0,Year,III,"NEW YORK, NY",2019
222,CERTIFIED,2019-03-11,H-1B,DATA ENGINEER,Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
223,CERTIFIED,2019-03-11,H-1B,"SOFTWARE ENGINEER, BIG DATA",Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
224,CERTIFIED-WITHDRAWN,2019-03-13,H-1B,DATABASE ENGINEER I,Y,"S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,NY,10041,75130.0,Year,I,"NEW YORK, NY",2019
225,CERTIFIED,2019-03-13,H-1B,SENIOR DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
226,CERTIFIED,2019-03-13,H-1B,"FULL STACK DATA ENGINEER, AUDIENCES",Y,"ADROLL, INC.",SAN FRANCISCO,CA,94110,121077.0,Year,II,"SAN FRANCISCO, CA",2019
227,CERTIFIED,2019-03-14,H-1B,DATA TECHNOLOGY ANALYST,Y,"KEYRUS USA, INC.",NEW YORK,NY,10018,75130.0,Year,I,"NEW YORK, NY",2019
228,CERTIFIED,2019-03-14,H-1B,BIG DATA ENGINEER,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,121077.0,Year,II,"SAN FRANCISCO, CA",2019
229,CERTIFIED,2019-03-18,H-1B,"ANALYST, DATA ENGINEER",Y,"JEFFERIES INVESTMENT ADVISERS, LLC",NEW YORK,NY,10022,96366.0,Year,II,"NEW YORK, NY",2019
230,CERTIFIED,2019-03-19,H-1B,SOFTWARE DEVELOPER (BIG DATA),Y,I2 IT SOLUTIONS INC,NEW YORK,NY,10285,96366.0,Year,II,"NEW YORK, NY",2019
231,CERTIFIED,2019-03-20,H-1B,SENIOR DATAFEED APPLICATION SPECIALIST,Y,"S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,NY,10041,96366.0,Year,II,"NEW YORK, NY",2019
232,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"PARSEC MEDIA, INC.",NEW YORK,NY,10001,75130.0,Year,I,"NEW YORK, NY",2019
233,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER(BI DEVELOPER),Y,"RALLY HEALTH, INC.",SAN FRANCISCO,CA,94107,121077.0,Year,II,"SAN FRANCISCO, CA",2019
234,CERTIFIED,2019-03-20,H-1B,DATABASE ENGINEER II,Y,"S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,NY,10041,75130.0,Year,I,"NEW YORK, NY",2019
235,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
236,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
237,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
238,CERTIFIED,2019-03-20,H-1B,SENIOR DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
239,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
240,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
241,CERTIFIED,2019-03-20,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
242,CERTIFIED,2019-03-20,H-1B,"SENIOR DATA SCIENTIST, CUSTOMER ANALYTICS",Y,"FUNDING CIRCLE USA, INC.",SAN FRANCISCO,CA,94111,121077.0,Year,II,"SAN FRANCISCO, CA",2019
243,CERTIFIED,2019-03-21,H-1B,"MANAGING DIRECTOR, DATABASE OPERATIONS",Y,TEACH FOR AMERICA,NEW YORK,NY,10004,96366.0,Year,II,"NEW YORK, NY",2019
244,CERTIFIED,2019-03-21,H-1B,DATA ENGINEER,Y,KEANE SOFT INC.,NEW YORK,NY,10005,96366.0,Year,II,"NEW YORK, NY",2019
245,CERTIFIED,2019-03-22,H-1B,DATA ANALYST,Y,NEW YORK COUNTY HEALTH SERVICE REVIEW ORGANIZATION,NEW YORK,NY,10038,96366.0,Year,II,"NEW YORK, NY",2019
246,CERTIFIED,2019-03-22,H-1B,SENIOR ETL DATA INTEGRATION DEVELOPER,Y,LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,LOS ANGELES,CA,90017,111280.0,Year,III,"LOS ANGELES, CA",2019
247,CERTIFIED,2019-03-25,H-1B,DATABASE DEVELOPER,Y,"PARALLAX VOLATILITY ADVISERS, LP",SAN FRANCISCO,CA,94108,147597.0,Year,III,"SAN FRANCISCO, CA",2019
248,CERTIFIED,2019-03-25,H-1B,BIG DATA ENGINEER,Y,"MADISON LOGIC, INC.",NEW YORK,NY,10010,96366.0,Year,II,"NEW YORK, NY",2019
249,CERTIFIED,2019-03-25,H-1B,DATA ENGINEER,Y,"PROSPER MARKETPLACE, INC.",SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
250,CERTIFIED,2019-03-26,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
251,CERTIFIED,2019-03-26,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
252,CERTIFIED,2019-03-26,H-1B,DATA ANALYST,Y,NEW YORK COUNTY HEALTH SERVICE REVIEW ORGANIZATION,NEW YORK,NY,10038,96366.0,Year,II,"NEW YORK, NY",2019
253,CERTIFIED,2019-03-27,H-1B,BIG DATA ENGINEER,Y,AXS GROUP LLC,LOS ANGELES,CA,90015,91395.0,Year,II,"LOS ANGELES, CA",2019
254,CERTIFIED,2019-03-28,H-1B,"SENIOR DATA ENGINEER, ANALYTICS",Y,"HYPERLOOP TECHNOLOGIES, INC.",LOS ANGELES,CA,90021,131144.0,Year,IV,"LOS ANGELES, CA",2019
255,CERTIFIED,2019-03-28,H-1B,DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",NEW YORK,NY,10171,96366.0,Year,II,"NEW YORK, NY",2019
256,CERTIFIED,2019-03-28,H-1B,BI DATA DEVELOPER,Y,RE:CODE SOLUTIONS LLC,SAN FRANCISCO,CA,94158,121077.0,Year,II,"SAN FRANCISCO, CA",2019
257,CERTIFIED,2019-03-29,H-1B,BIG DATA HADOOP/SPARK DEVELOPER,Y,BI LABS INC,NEW YORK,NY,10006,117624.0,Year,III,"NEW YORK, NY",2019
258,CERTIFIED,2019-03-29,H-1B,SENIOR DATA ENGINEER,Y,"PUBLICIS MEDIA, INC.",NEW YORK,NY,10014,96366.0,Year,II,"NEW YORK, NY",2019
259,CERTIFIED,2019-04-02,H-1B,DATA SCIENTIST,Y,"BLUESHIFT LABS, INC.",SAN FRANCISCO,CA,94104,121077.0,Year,II,"SAN FRANCISCO, CA",2019
260,CERTIFIED,2019-04-02,H-1B,SOFTWARE / DATA ENGINEER,Y,SIMPLE CONTACTS INC.,NEW YORK,NY,10010,96366.0,Year,II,"NEW YORK, NY",2019
261,CERTIFIED,2019-04-03,H-1B,SENIOR DATA ENGINEER,Y,"DATABRICKS, INC.",SAN FRANCISCO,CA,94105,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
262,CERTIFIED,2019-04-03,H-1B,DATABASE ENGINEER,Y,"CLOUDFLARE, INC.",SAN FRANCISCO,CA,94107,147597.0,Year,III,"SAN FRANCISCO, CA",2019
263,CERTIFIED,2019-04-04,H-1B,BIGDATA ENGINEER,Y,TEK LEADERS INC,NEW YORK,NY,10281,96366.0,Year,II,"NEW YORK, NY",2019
264,CERTIFIED,2019-04-10,H-1B,SENIOR DATA ENGINEER,Y,"SPOTIFY USA, INC.",NEW YORK,NY,10007,96366.0,Year,II,"NEW YORK, NY",2019
265,CERTIFIED,2019-04-10,H-1B,DATA ENGINEER,Y,WE WORK MANAGEMENT LLC,NEW YORK,NY,10011,96366.0,Year,II,"NEW YORK, NY",2019
266,CERTIFIED,2019-04-10,H-1B,DATA ENGINEERING ASSOCIATE,Y,CITADEL AMERICAS LLC,NEW YORK,NY,10022,117624.0,Year,III,"NEW YORK, NY",2019
267,CERTIFIED,2019-04-11,H-1B,LEAD DATA ENGINEER,Y,"THE BOSTON CONSULTING GROUP, INC.",NEW YORK,NY,10001,138861.0,Year,IV,"NEW YORK, NY",2019
268,CERTIFIED,2019-04-11,H-1B,DATABASE DEVELOPER,Y,"DOTCOM TEAM, LLC",NEW YORK,NY,10022,117624.0,Year,III,"NEW YORK, NY",2019
269,CERTIFIED,2019-04-12,H-1B,"SENIOR SOFTWARE ENGINEER, DATA INFRASTRUCTURE",Y,GM CRUISE LLC,SAN FRANCISCO,CA,94103,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
270,CERTIFIED,2019-04-15,H-1B,MASTER DATA ENGINEER,Y,"CAPITAL ONE SERVICES, LLC",SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
271,CERTIFIED,2019-04-19,H-1B,DATA ENGINEER,Y,"SOFTVISION, LLC",NEW YORK,NY,10282,96366.0,Year,II,"NEW YORK, NY",2019
272,CERTIFIED,2019-04-18,H-1B,LEAD DATA ENGINEER,Y,"THE BOSTON CONSULTING GROUP, INC.",NEW YORK,NY,10001,138861.0,Year,IV,"NEW YORK, NY",2019
273,CERTIFIED,2019-04-24,H-1B,SENIOR DATA ENGINEER - II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94158,121077.0,Year,II,"SAN FRANCISCO, CA",2019
274,CERTIFIED,2019-04-25,H-1B,DATA WAREHOUSE DEVELOPER,Y,"EXODUSPOINT CAPITAL MANAGEMENT, LP",NEW YORK,NY,10022,138861.0,Year,IV,"NEW YORK, NY",2019
