,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,15000146,Zendesk,2024-03-04,1,FLEXIBLE / REMOTE,Data and Analytics,Senior / Staff Machine Learning Engineer,senior,,6,"['AWS', 'Java', 'Python']","['agent productivity through tools and experiences that enable agents to easily', 'The ideal candidate will have experience as a software engineer or', 'learn and improve Interest or experience in Machine Learning technology is', 'on job related capabilities, applicable experience, and other relevant factors. This', 'The intelligent heart of customer experience Zendesk software was built to', 'advocate for digital first customer experiences-and we stick with it in']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,GRC Security Program Manager,senior,,7+,,"[""of apps. We're seeking deeply experienced, integrity and security leadership talent"", 'Minimum Qualifications: 7+ years of experience in information security, cybersecurity, transparency', 'asset management). 5+ years of experience in effectively analyzing data and', 'maturity. 3+ years program management experience in a corporate environment. Preferred', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12400,BNY Mellon,2023-06-26,0,"NEW YORK, NY",Data and Analytics,Vice President- Markets Compliance Advisory,senior,"['$98,000', 'and', '$200,000']",238,,"['the following: </strong> 10-12 years experience Financial Services, Audit or Compliance', 'Audit or Compliance background and/or experience with financial services compliance and/or', 'individualized basis, including as to experience and market location, and is']"
0,376,Dow Jones,2024-04-13,0,"SAN FRANCISCO, CA",Data and Analytics,"Tech Editor, AI",mid,"['$50,000', '-', '$180,000']",,,"['Journal is looking for an experienced, creative journalist to lead our', ""based on the selected candidate's experience, industry knowledge, location, technical and""]"
0,15000285,The AES Corporation,2024-03-25,1,"FLEXIBLE / REMOTE,GOLDEN, CO",Data and Analytics,"Senior Manager, Transmission Strategy",senior,"['$150.000', 'and', '$195.500/Annual;']",per,,"['Skills, Expertise, etc. Deep relevant experience in one more multiple U.S.', 'PSLF, Siemens PSS/E). Ideally some experience overseeing others to run power', 'run power flow studies, and experience with contractors running power flow', 'the time. AI and/or Automation experience is a plus. Vision for', 'location, job-related knowledge, skills, and experience. The total compensation package for']"
0,12363,Snap,2022-01-27,1,FLEXIBLE / REMOTE,Data and Analytics,Workday Configuration Analyst,senior,"$120,000",5+,,['5+ years of Workday configuration experience with Workday modules</span>']
0,15000131,Morgan Stanley,2024-03-15,0,"NEW YORK, NY",Data and Analytics,2025 Internal Audit - Technology Audit Summer Analyst Program (New York),mid,,one,,"[""one year of full-time professional experience Pursues a bachelor's degree (computer"", 'workforce that is diverse in experience and background but uniform in']"
0,894,Yext,2024-04-03,0,"NEW YORK, NY",Data and Analytics,Senior Data Scientist ,senior,,,,"['and tools to improve everyone’s experience on the internet through outstanding', 'machine learning (ML) to deliver experiences like Search, Chat, Local Listings,']"
0,15000088,GitLab,2024-02-21,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Product Designer, AI",senior,,,,['candidates with varying levels of experience; many successful candidates do not']
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,AD Centralized Monitoring,senior,,10+,,"['tools with expertise from operationally experienced staff to monitor and manage', 'overtime. Education and Experience: Previous experience that provides the knowledge, skills,', 'combination of education, training, &amp; experience. 5+ years of management responsibility.', 'education, training and/or directly related experience, will be considered enough for']"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,"Director, Financial Planning & Analysis (CFO)- Medicaid",senior,,a,,"['7 years of financial management experience utilizing strategic and business planning,', 'and highly organized • Prior experience developing methods and criteria for', 'focused on continuously improving consumer experience License/Credential Requirement, if applicable: Certified', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $149,800 -']"
0,659,Meta,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,"Associate General Counsel, Reality Labs",senior,,8+,,"['seeks a highly motivated and experienced team player to serve as', 'bar 8+ years of legal experience, including at a law firm', 'a law firm or in-house experience (applicable litigation, regulatory, privacy, or', 'regulatory, privacy, or product counseling experience) Experience working on multiple projects', 'and related international frameworks In-house experience with applicable litigation, regulatory, or', 'Business judgment and client counseling experience Experience advancing projects in a', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,"Research Engineer, Computer Vision and Multimodal - GenAI",mid,,3+,,"['We are looking for an experienced Research Engineer to join our', 'technical field, or equivalent practical experience. Masters in computer science, computer', 'field 3+ years of industry experience in computer vision and/or machine', 'vision and/or machine learning Research experience in one or more of', 'industry, academic, or government lab experience in computer vision and/or machine', 'UIST, VR, etc.) Hands on experience working with really large scale', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,11831,PwC,2024-02-24,0,"NEW YORK, NY",Data and Analytics,"Senior Manager, Martech Architect (Adobe) - Marketing & Commerce Transformation Consulting",senior,,7,,"['mediums, delivering personal and contextual experiences powered by technology and analytics,', 'analytics, and driving the total experience by engaging the customer, product,', 'customer, product, partner, and employee experiences. Our team helps clients take', 'the marketing technology landscape and experience with relevant digital marketing technologies', 'does not intend to hire experienced or entry level job seekers']"
0,11811,Intuit,2024-03-15,0,"NEW YORK, NY",Data and Analytics,Data Science Opportunities,senior,,1+,['Java'],"['Scientist</strong> 1+ years of industry experience with data science with a', 'Scientist</strong> 4+ years of industry experience with data science with a', 'Scientist</strong> 7+ years of industry experience with data science with a', 'Scientist </strong>10+ years of industry experience and 3+ years as either']"
0,15000029,TikTok,2024-03-03,0,"LOS ANGELES, CA",Data and Analytics,"Product Policy Analyst, High Risk & Regulated Activities - USDS",mid,"['$108088', '-', '$196544']",3,['SQL'],"['policies protect users of all experiences and backgrounds. This will require', '- 3 years of work experience in Trust &amp; Safety, content', 'regarding policy and thorough operational experience - Background in operational excellence', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,659,Meta,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,"Civil Engineer, Data Center Design",mid,,(7),,"['site development as well as experience working on large industrial development', 'of seven (7) years professional experience supporting large industrial campus site', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,850,Goldman Sachs,2024-03-19,0,"NEW YORK, NY",Data and Analytics,Associate - 7578661,mid,"$136,000",(3),"['Snowflake', 'SQL']","['field. Three (3) years of experience in the job offered or', 'in a related role. Prior experience must include three (3) years', 'include three (3) years of experience with the following: develop, launch,', 'SQL to perform data analysis; experience with financial data and analyze', 'providing a strong overall employee experience. A summary of these offerings,']"
0,12084,Adobe,2024-04-12,0,"AUSTIN, TX,LEHI, UT,SAN FRANCISCO, CA,SAN JOSE, CA",Data and Analytics,"Principal, DX Web Analytics & Insights",senior,"['$115,100', '--', '$245,300']",5+,['Python'],"[""Changing the world through digital experiences is what Adobe's all about."", ""design and deliver exceptional digital experiences! We're passionate about empowering people"", 'committed to creating exceptional employee experiences where everyone is respected and', ""Changing the world through digital experiences is what Adobe's all about."", ""design and deliver exceptional digital experiences! We're passionate about empowering people"", 'committed to creating exceptional employee experiences where everyone is respected and', 'B2B digital journey by building experiences that drive high value engagement,', 'Computer Science or equivalent practical experience 5+ years as a data', 'sets using SQL, Python and experience with business intelligence tools like', 'marketing; Customer Data Platform (CDP) experience a plus Strong written and', 'depend on job-related knowledge, skills,and experience. Your recruiter can share more']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Sr CM Analyst I,senior,,5+,,"['tools with expertise from operationally experienced staff to monitor and manage', 'or statistical tools. Leverages operational experience and knowledge to evaluate issues', 'academic / vocational qualification Previous experience that provides the knowledge, skills,', ""(comparable to 5+ years'). Prior experience in clinical monitoring, data management,"", 'education, training and/or directly related experience, will be considered enough for']"
0,12363,Snap,2022-01-11,0,"LOS ANGELES, CA",Data and Analytics,"Machine Learning Engineer, 1+ Years Experience - Los Angeles",mid,,1+,,['']
0,901,Capital One,2024-01-23,0,"CAMBRIDGE, MA,CHICAGO, IL,MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,"Manager, Data Scientist - Credit Infrastructure Imperative - Team Matrix",senior,"['$201,400', '-', '$229,900']",few,"['SQL', 'AWS']","['developing further. You have hands-on experience developing data science solutions using', 'Degree plus 6 years of experience in data analytics, or currently', 'Degree plus 4 years of experience in data analytics, or currently', 'PhD plus 1 year of experience in data analytics, with an', ""date At least 2 years' experience in open source programming languages"", ""analysis At least 2 years' experience with machine learning At least"", ""learning At least 2 years' experience with relational databases Preferred Qualifications:"", 'Mathematics) plus 3 years of experience in data analytics At least', 'At least 1 year of experience working with AWS At least', ""AWS At least 4 years' experience in Python, Scala, or R"", ""analysis At least 4 years' experience with machine learning At least"", ""learning At least 4 years' experience with SQL Capital One will""]"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Sr CM Analyst I,senior,,5+,,"['tools with expertise from operationally experienced staff to monitor and manage', 'or statistical tools. Leverages operational experience and knowledge to evaluate issues', 'academic / vocational qualification Previous experience that provides the knowledge, skills,', ""(comparable to 5+ years'). Prior experience in clinical monitoring, data management,"", 'education, training and/or directly related experience, will be considered enough for']"
0,15000271,Donnelley Financial,2024-03-07,1,FLEXIBLE / REMOTE,Data and Analytics,Operations Data Analytics Senior Associate - Remote,senior,,1-3,"['SQL', 'PowerBI']","['1-3 years of prior work experience in a relevant field Consulting', 'in a relevant field Consulting experience is a plus Proficient to', 'a plus Tableau, and/or SQL experience is a plus Experience collaborating']"
0,11831,PwC,2023-12-26,1,"CHICAGO, IL,FLEXIBLE / REMOTE,NEW YORK, NY,SAN FRANCISCO, CA",Data and Analytics,Health Insurance Actuary - Manager,senior,,5,,['does not intend to hire experienced or entry level job seekers']
0,15000218,Diageo,2024-03-15,0,"NEW YORK, NY",Data and Analytics,Global Audit Director,mid,"['$155310.375', 'Maximum', 'Salary:', '$258850.625']",250,,"['support and coaching to less experienced team members. Leverage strengths within', 'functional and leadership capability and experience. Qualifications: 12+ years of progressive', 'Qualifications: 12+ years of progressive experience in Big Four and/or internal', 'other professional qualification and equivalent experience. While not required, exposure or', 'While not required, exposure or experience with some or all of', 'risks. Project management skills with experience of managing and delivering different']"
0,12141,Liftoff,2024-04-12,1,"FLEXIBLE / REMOTE,LONDON, UNITED KINGDOM,PARIS, FRANCE",Data and Analytics,Machine Learning Engineer ,mid,,,,
0,11993,Duo Security,2024-04-12,1,"ANN ARBOR, MI,FLEXIBLE / REMOTE",Data and Analytics,"Machine Learning Engineer, Infrastructure- Duo Security",mid,,2+,"['AWS', 'Python']","['2+ years professional Python development experience Production experience developing and maintaining', 'professional Python development experience Production experience developing and maintaining LLM-based systems', 'but not limited to skillset, experience, and relevant education, certifications, or']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,"Software Engineer, Machine Learning",senior,,6+,,"['ideal candidate will have industry experience working on a range of', 'Minimum Qualifications: 6+ years of experience in software engineering, or a', 'relevant field. 4+ years of experience if you have a PhD', 'a PhD 2+ years of experience in one or more of', 'in C/C++ and Java, or experience with scripting languages such as', 'technical field, or equivalent practical experience. Preferred Qualifications: Masters degree or', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,Lead Actuary - Medicaid Trend Quantification,senior,,per,,"['of budget forecasts where internal experience is expected to differ from', 'degree, recent and relevant work experience, and/or other relevant professional designations.', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $126,800 -']"
0,15000217,hims & hers,2024-03-19,1,FLEXIBLE / REMOTE,Data and Analytics,Data Architect,mid,,,,"['not limited to skill sets, experience and training, licensure and certifications,']"
0,12400,BNY Mellon,2023-01-20,0,"NEW YORK, NY",Data and Analytics,"Principal, Treasury and ALM",mid,"['$108,000', 'and', '$190,000']",10-12,,"['Provides technical guidance to less experienced team members on complex issues.', 'Provides informal supervision to less experienced ALM team members. No direct', 'reports. Provides leadership to less experienced team members, guiding and coaching', 'equivalent combination of education and experience is required. Degree in math,', '10-12 years of total work experience preferred. Experience with liquidity stress', 'individualized basis, including as to experience and market location, and is']"
0,15000291,Alight Solutions LLC,2024-04-02,1,"DUBLIN, GA,FLEXIBLE / REMOTE",Data and Analytics,Health Senior Client Technology Manager - Virtual,senior,"['$69,700.00/year', '(for', 'full', 'time', 'employees)', 'and', 'the', 'estimated', 'maximum', 'base', 'salary', 'for', 'this', 'role', 'of', '$110,600.00/year']",of,,"[""takes into consideration a candidate's experience, education, certification/credentials, market data, internal""]"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Training Specialist II - 12 Months FTC,mid,,2+,['SQL'],"['leads to enhance the learning experience for colleagues in CDSD, as', '/ vocational qualification Experience Previous experience that provides the knowledge, skills,', 'education, training and/or directly related experience, will be considered sufficient for', 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,"3D Character Artist, Avatars",senior,,5+,,"['in both current and yet-to-be-invented experiences. As a 3D Character Artist,', 'make Avatars shine across all experiences, including: VR, mobile and augmented', '5+ years professional content development experience in either game or film', 'Prior virtual or augmented reality experience Knowledge of emerging technologies Experience', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,15000206,Braze,2024-03-26,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Software Engineer, AI/ML",senior,,,,"['a fair, accessible, and inclusive experience – regardless of age, color,']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Technical Game Designer,senior,,8+,,"['identity and expression and can experience living virtual worlds that could', 'prototyping, designing, and shipping VR-best experiences for the ever-expanding Horizon metaverse.', 'Game Designer Responsibilities: Design end-to-end experiences with satisfying and novel core', 'the implementation of the user experience from product conception to launch', '8+ years of game design experience or a minimum of 2', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,11879,American Express,2024-04-06,0,"NEW YORK, NY",Data and Analytics,Manager-Compliance,senior,"['$90,000.00', 'to', '$165,000.00']",,"['Tableau', 'Python']","[""provide the world's best customer experience every day. And we'll do"", ""Qualifications</strong> Bachelor's Degree or equivalent experience in statistics, mathematics, economics (or"", 'economics (or related field) Strong experience with Python environment and libraries', 'Python environment and libraries including experience in manipulating large datasets and', 'large datasets and samples Technical experience with analytic coding techniques, visualization', ""Qualifications</strong> Master's Degree or equivalent experience in statistics, mathematics, economics (or"", 'related field) Fair lending analytical experience is preferred, but not required', ""pay, we'll consider your location, experience, and other job-related factors. We""]"
0,12370,Warner Bros. Discovery,2024-03-02,0,"NEW YORK, NY",Data and Analytics,Staff Technical Program Manager,senior,"['$132,300.00', '-', '$245,700.00']",for,,"['the signup and retention user experiences, and during high volume releases', 'reliable payment and recurring billing experiences You are able to triage', '&amp; Experience... 7+ years of experience as a Technical Program Manager', ""technical projects. Payments, e-commerce, IAP experience - you've worked directly with"", 'payment processors/IAP partners and have experience working on direct credit/debit card', ""payments Financial reconciliation and data/analytics experience - you're a data person"", 'cross-functional team. Strong understanding and experience with development methodologies, including waterfall', 'internal equity, location, skill set, experience, and/or performance. Base pay is']"
0,15000245,Moody's,2024-03-06,0,"NEW YORK, NY",Data and Analytics,Manager-Financial Planning & Analysis,senior,"['[[$90,000]]', 'to', '[[$130,500]]']","budget,",,"['</em> 5+ years of relevant experience in Financial Planning and analysis', 'intelligence tools, and data science experience is a plus <em> Excellent', 'depending on factors such as experience, education, level, skills, and location.']"
0,11820,MUFG,2023-03-22,1,"FLEXIBLE / REMOTE,JERSEY CITY, NJ",Data and Analytics,"Business Analyst, Vice President - Hybrid, Jersey City, NY",senior,,6-8,['SQL'],"[""Qualification At least 6-8 years' experience as a Business Analyst 5"", ""a Business Analyst 5 years' experience in banking or finance industry"", 'banking or finance industry Deep experience in the banking or finance', 'depending on job-related knowledge, skills, experience and location. This role may', 'the diverse backgrounds, perspectives and experience of our workforce to create']"
0,15000299,Publicis Sapient,2024-04-03,0,"NEW YORK, NY",Data and Analytics,Data Architect (AWS),mid,,the,"['SQL', 'Spark', 'Azure', 'NoSQL']","['role in delivering data-driven interactive experiences to our clients • Work', 'Skills &amp; Experience: • Demonstrable experience in enterprise level data platforms', 'as a team • Hands-on experience with at least one of', 'fusing strategy, consulting and customer experience with agile engineering and problem-solving', 'offices around the world combine experience across technology, data sciences, consulting', 'role in delivering data-driven interactive experiences to our clients • Work', 'Skills &amp; Experience: • Demonstrable experience in enterprise level data platforms', 'as a team • Hands-on experience with at least one of']"
0,11772,Memorial Sloan Kettering Cancer Center,2024-02-13,0,"NEW YORK, NY",Data and Analytics,"Postdoctoral Fellow, Computational & Systems Biology – Dey Lab at Memorial Sloan Kettering Cancer Center",mid,,,,['<em> (</span> depending on postgraduate experience)</span></span></em> </span></span>']
0,12400,BNY Mellon,2023-05-17,0,"NEW YORK, NY",Data and Analytics,"Principal, Insider Threat Analyst",senior,,238,,"['related discipline, or equivalent work experience required, advanced degree preferred 8-10', 'degree preferred 8-10 years of experience in information security or related', 'information security or related technology experience required experience in the securities', 'or related technology experience required experience in the securities or financial', 'environment Strong analytical skills and experience creating and presenting executive reports']"
0,15000298,Google,2024-04-11,0,"LOS ANGELES, CA,NEW YORK, NY,SOUTH SAN FRANCISCO, CA",Data and Analytics,"Head of Consumer Support Strategy and Operations, YouTube",senior,"$221,000-$314,000",10,,"['Minimum qualifications: 10 years of experience in management consulting, operations, business', 'advisory, or 8 years of experience with an advanced degree. 6', 'advanced degree. 6 years of experience in people management. 5 years', 'people management. 5 years of experience working with executive stakeholders. 5', 'executive stakeholders. 5 years of experience in evolving support operations in', 'consumer field. 4 years of experience developing business strategies or managing', 'additional factors, including job-related skills, experience, and relevant education or training.', ""paths). Modernize YouTube's consumer support experience to improve issue resolution and"", 'will transform the consumer support experience. Manage complex projects by structuring,']"
0,15000237,Mizuho,2024-02-21,0,"NEW YORK, NY",Data and Analytics,Enterprise Information Manager,senior,"['$101k-$175k.', 'Salary', 'offers', 'are', 'based', 'on', 'a', 'wide', 'range', 'of', 'factors', 'including', 'relevant', 'skills,', 'training,', 'experience,', 'education,', 'and,', 'where', 'applicable,', 'certifications', 'and', 'licenses', 'obtained.', 'Market', 'and', 'organizational', 'factors', 'are', 'also', 'considered.', 'In', 'addition', 'to', 'salary', 'and', 'a', 'generous', 'employee', 'benefits', 'package,', 'successful', 'candidates', 'are', 'eligible', 'to', 'receive', 'a', 'discretionary', 'bonus.', '#LI-Hybrid', 'Other', 'requirements', 'Mizuho', 'has', 'in', 'place', 'a', 'hybrid', 'working', 'program,', 'with', 'varying', 'opportunities', 'for', 'remote', 'work', 'depending', 'on', 'the', 'nature', 'of', 'the', 'role,', 'needs', 'of', 'your', 'department,', 'as', 'well', 'as', 'local', 'laws', 'and', 'regulatory', 'obligations.', 'Company', 'Overview', 'Mizuho', 'Americas', 'is', 'the', 'fastest', 'growing', 'region', 'within', 'Mizuho', 'Financial', 'Group', '(NYSE:', 'MFG),', 'the', '15th', 'largest', 'bank', 'in', 'the', 'world', 'with', 'total', 'assets', 'of', 'approximately', '$2']",,,"['information management, Computer Science. Proven experience in information management, data governance,', 'factors including relevant skills, training, experience, education, and, where applicable, certifications']"
0,12356,Nationwide Insurance,2022-01-11,1,FLEXIBLE / REMOTE,Data and Analytics,"Actuarial Consultant, PC",mid,,more,,"['including leadership skills, competencies and experiences may take precedence.']"
0,901,Capital One,2024-02-15,0,"MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,"Manager, ExceptionsOne Reporting & Governance, ES Risk",senior,"['$163,300', '-', '$186,400']",2,"['Snowflake', 'SQL']","['Tech Risk, is seeking an experienced, highly motivated Technology Risk Manager.', 'Qualifications: Bachelors Degree or military experience At least 2 years of', 'At least 2 years of experience in Data, Information Technology, or', 'At least 2 years of experience in presenting to Senior Leaders', 'At least 2 years of experience in program development and performing', 'At least 2 years of experience in process or documentation development', 'governance, risk, and compliance tool experience Preferred Qualifications: 2+ years of', 'Preferred Qualifications: 2+ years of experience with ServiceNow, Quicksight, Tableau, and', 'reporting capabilities 1+ years of experience in authoring SQL queries to', 'plus 2+ years of Agile/JIRA experience 1+ years of experience supporting', 'Agile/JIRA experience 1+ years of experience supporting multiple teams/programs and working', 'improved performance 1+ years of experience automating manual processes Strong consulting']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,"Associate Director, Centralised Monitoring",senior,,10+,,"['tools with expertise from operationally experienced staff to monitor and manage', 'overtime. Education and Experience: Previous experience that provides the knowledge, skills,', 'combination of education, training, &amp; experience. 5+ years of management responsibility.', 'education, training and/or directly related experience, will be considered enough for', 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,12273,CrowdStrike,2024-03-23,1,FLEXIBLE / REMOTE,Data and Analytics,Renewal Sales Operations Analyst (Remote),senior,,6+,['Tableau'],"[""You'll Need: 6+ years of experience in enterprise sales and operations,""]"
0,1257,BlackRock,2024-04-05,0,"SAN FRANCISCO, CA",Data and Analytics,"Lending Product Strategist, Associate",mid,"['$300', 'billion', 'in', 'loans', 'and', 'benefit', 'from', 'the', 'resources', 'of', 'a', 'world-class', 'technology', 'firm', 'that', 'is', 'differentiated', 'by', 'a', 'team', 'approach,', 'integrated', 'research,', 'and', 'risk', 'management.', 'Everyone', 'at', 'BlackRock', 'has', 'a', 'role', 'to', 'play', 'in', 'leading', 'the', ""firm's"", 'future', 'growth.', 'We', 'believe', 'that', 'diverse', 'teams', 'with', 'complementary', 'strengths', 'are', 'critical', 'to', 'our', 'success.', 'Your', 'role', 'and', 'responsibilities', 'The', 'Product', 'Strategy', 'team', 'plays', 'a', 'critical', 'role', 'in', 'the', 'Securities', 'Lending', 'business', 'by', 'working', 'directly', 'with', ""BlackRock's"", 'clients', 'and', 'key', 'partners', 'to', 'help', 'improve', 'understanding', 'of', 'the', 'securities', 'lending', 'market,', 'increase', 'client', 'utilization', 'of', 'lending', 'products', 'as', 'well', 'as', 'helping', 'drive', 'the', 'strategic', 'direction', 'of', ""BlackRock's"", 'Securities', 'Lending', 'business.', 'We', 'are', 'seeking', 'an', 'ASSOCIATE', 'WITHIN', 'SECURITIES', 'LENDING', 'PRODUCT', 'STRATEGY.', 'The', 'successful', 'candidate', 'will', 'help', 'us', 'achieve', 'this', 'mission', 'through', 'client', 'service', 'and', 'collaboration', 'with', 'colleagues', 'and', 'partners', 'across', 'the', 'firm.', 'Provide', 'quantitative', 'and', 'qualitative', 'analyses', 'to', 'assist', 'the', 'securities', 'lending', 'business', 'and', 'our', 'clients', 'Work', 'with', 'data', 'and', 'technology', 'to', 'help', 'interpret', 'trends,', 'build', 'reporting', 'and', 'craft', 'commentary', 'for', 'clients', 'and', 'internal', 'teams', 'Lead', 'and', 'collaborate', 'on', 'data', 'analytic', 'projects,', 'build', 'strategic', 'tools', 'and', 'create', 'visualization', 'dashboards,', 'both', 'independently', 'and', 'in', 'partnership', 'with', 'other', 'teams', 'Partner', 'with', 'data', 'and', 'technology', 'teams', 'to', 'build', 'strategic', 'tools', 'and', 'dashboards', 'Contribute', 'to', 'critical', 'business', 'initiatives', 'that', 'drive', 'future', 'client', 'and', 'revenue', 'growth', 'opportunities', 'for', 'our', 'lending', 'products', 'Apply', 'writing', 'skills', 'to', 'respond', 'to', 'client', 'and', 'consultant', 'queries', 'and', 'RFPs,', 'as', 'well', 'as', 'producing', 'market', 'talking', 'points', 'and', 'commentaries', 'Help', 'with', 'the', 'creation', 'of', 'innovative', 'and', 'dynamic', 'marketing', 'content', 'and', 'presentation', 'materials', 'for', 'internal', 'and', 'external', 'audiences,', 'including', 'client', 'account', 'reviews', 'and', 'pitches', 'Collaborate', 'with', 'sales', 'channels,', 'portfolio', 'management', 'and', 'strategy', 'teams,', 'as', 'well', 'as', 'other', 'internal', 'partners', 'to', 'provide', 'One', 'BlackRock', 'client', 'service', 'YOU', 'HAVE...', 'University', 'degree', 'and', 'a', 'clear', 'passion', 'for', 'BlackRock,', 'financial', 'markets', 'and', 'client', 'service', 'Associates', 'are', 'employees', 'who', 'generally', 'have', 'at', 'least', 'three', 'years', 'of', 'relevant', 'work', 'experience', 'Good', 'interpersonal', 'skills', 'and', 'someone', 'that', 'enjoys', 'building', 'and', 'maintaining', 'positive', 'relationships', 'with', 'colleagues', 'and', 'partners', 'across', 'the', 'organization', 'Creative', 'mentality', 'that', 'enjoys', 'telling', 'dynamic', 'stories', 'through', 'words', 'and', 'visuals', 'Analytical', 'individual', 'who', 'enjoys', 'working', 'closely', 'with', 'data,', 'technology,', 'and', 'other', 'people,', 'and', 'is', 'also', 'comfortable', 'pursuing', 'new', 'ways', 'to', 'solve', 'problems', 'while', 'also', 'enjoying', 'thinking', 'from', 'a', 'big', 'picture', 'strategic', 'viewpoint', 'as', 'well', 'Hands-on', 'practical', 'experience', 'with', 'programming', 'languages', 'such', 'as', 'SQL', 'and', 'Python', 'as', 'well', 'as', 'visualization', 'tools', 'such', 'as', 'Tableau', 'and', 'PowerPI', 'are', 'strongly', 'preferred', 'For', 'California', 'only', 'the', 'salary', 'range', 'for', 'this', 'position', 'is', '$118,750', '-', '$140,000.']",three,"['Tableau', 'SQL', 'Python']","['three years of relevant work experience Good interpersonal skills and someone', 'viewpoint as well Hands-on practical experience with programming languages such as', 'and apprenticeship that enriches the experience of our employees, while supporting', 'accelerate your learning and onboarding experience here at BlackRock. About BlackRock', 'help more and more people experience financial well-being. Our clients, and']"
0,15000029,TikTok,2024-03-19,0,"NEW YORK, NY",Data and Analytics,"Data Scientist, Payment Analytics - USDS",mid,"['$144000', '-', '$240000']",3+,"['Tableau', 'SQL']","['a smooth and secure payment experience on TikTok platform. In order', 'of business initiatives, and customer experience and design indexes for continuous', '- 3+ years of coding experience in Python, Hive, SQL and', 'models. - 3+ years of experience with Tableau or other data', '- Risk analytics/operations, data science experience or similar quantitative business responsibility', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,15000285,The AES Corporation,2024-03-15,0,"NEW YORK, NY",Data and Analytics,Atlas Operator,mid,"['$27.75', 'and', '$33.36/Hourly;']",2,,"['a recognized institution. Experience: Proven experience as a skid steer and', 'at least 2 years of experience operating heavy machinery in a', 'in a construction environment. Foreman experience is a plus. Solar Construction', 'is highly desirable. Candidates with experience in installing solar panels, wiring', 'location, job-related knowledge, skills, and experience. The total compensation package for']"
